SURVEYR,descrip_E,QUESTION,TITLE_E,ANSWER1,Strongly Agree,ANSWER2,Somewhat Agree,ANSWER3,Neither Agree Nor Disagree,ANSWER4,Somewhat Disagree,ANSWER5,Strongly Disagree,ANSWER6,Don't Know,ANSWER7,Not Applicable
2020,Health Canada,Q63,Question 63. My department or agency works hard to create a workplace that prevents harassment.,thirty three percent voted for ,My department makes great efforts to prevent harassment.,thirty one percent voted for ,My department tries to prevent harassment.,seventeen percent voted for ,I feel neutral about harassment prevention efforts.,four percent voted for ,My department does not do enough to prevent harassment.,three percent voted for ,My department does not work to prevent harassment at all.,twelve percent voted for this option.,I am unsure.,one percent voted for ,This does not apply to me.
2019,Public Service,Q63,Question 63. My department or agency works hard to create a workplace that prevents harassment.,thirty four percent voted for ,My department makes great efforts to prevent harassment.,thirty percent voted for ,My department tries to prevent harassment.,sixteen percent voted for ,I feel neutral about harassment prevention efforts.,seven percent voted for ,My department does not do enough to prevent harassment.,five percent voted for ,My department does not work to prevent harassment at all.,eight percent voted for this option.,I am unsure.,one percent voted for ,This does not apply to me.
2019,Health Canada,Q63,Question 63. My department or agency works hard to create a workplace that prevents harassment.,thirty three percent voted for ,My department makes great efforts to prevent harassment.,thirty percent voted for ,My department tries to prevent harassment.,seventeen percent voted for ,I feel neutral about harassment prevention efforts.,six percent voted for ,My department does not do enough to prevent harassment.,three percent voted for ,My department does not work to prevent harassment at all.,ten percent voted for this option.,I am unsure.,one percent voted for ,This does not apply to me.
2018,Public Service,Q63,Question 63. My department or agency works hard to create a workplace that prevents harassment.,twenty nine percent voted for ,My department makes great efforts to prevent harassment.,thirty one percent voted for ,My department tries to prevent harassment.,eighteen percent voted for ,I feel neutral about harassment prevention efforts.,seven percent voted for ,My department does not do enough to prevent harassment.,six percent voted for ,My department does not work to prevent harassment at all.,seven percent voted for this option.,I am unsure.,one percent voted for ,This does not apply to me.
2018,Health Canada,Q63,Question 63. My department or agency works hard to create a workplace that prevents harassment.,thirty percent voted for ,My department makes great efforts to prevent harassment.,thirty three percent voted for ,My department tries to prevent harassment.,seventeen percent voted for ,I feel neutral about harassment prevention efforts.,five percent voted for ,My department does not do enough to prevent harassment.,four percent voted for ,My department does not work to prevent harassment at all.,ten percent voted for this option.,I am unsure.,one percent voted for ,This does not apply to me.
2022,Public Service,Q64,"Question 64. Having carefully read the definition of discrimination, have you been the victim of discrimination on the job in the past 12 months?",eight percent voted for ,"Yes, I have experienced discrimination on the job.",ninety two percent voted for ,"No, I have not experienced discrimination on the job.",,,,,,,,,,
2022,Health Canada,Q64,"Question 64. Having carefully read the definition of discrimination, have you been the victim of discrimination on the job in the past 12 months?",seven percent voted for ,"Yes, I have experienced discrimination on the job.",ninety three percent voted for ,"No, I have not experienced discrimination on the job.",,,,,,,,,,
2020,Public Service,Q64,"Question 64. Having carefully read the definition of discrimination, have you been the victim of discrimination on the job in the past 12 months?",seven percent voted for ,"Yes, I have experienced discrimination on the job.",ninety three percent voted for ,"No, I have not experienced discrimination on the job.",,,,,,,,,,
2020,Health Canada,Q64,"Question 64. Having carefully read the definition of discrimination, have you been the victim of discrimination on the job in the past 12 months?",six percent voted for ,"Yes, I have experienced discrimination on the job.",ninety four percent voted for ,"No, I have not experienced discrimination on the job.",,,,,,,,,,
2019,Public Service,Q64,"Question 64. Having carefully read the definition of discrimination, have you been the victim of discrimination on the job in the past 12 months?",eight percent voted for ,"Yes, I have experienced discrimination on the job.",ninety two percent voted for ,"No, I have not experienced discrimination on the job.",,,,,,,,,,
2019,Health Canada,Q64,"Question 64. Having carefully read the definition of discrimination, have you been the victim of discrimination on the job in the past 12 months?",seven percent voted for ,"Yes, I have experienced discrimination on the job.",ninety three percent voted for ,"No, I have not experienced discrimination on the job.",,,,,,,,,,
2018,Public Service,Q64,"Question 64. Having carefully read the definition of discrimination, have you been the victim of discrimination on the job in the past 12 months?",eight percent voted for ,"Yes, I have experienced discrimination on the job.",ninety two percent voted for ,"No, I have not experienced discrimination on the job.",,,,,,,,,,
2018,Health Canada,Q64,"Question 64. Having carefully read the definition of discrimination, have you been the victim of discrimination on the job in the past 12 months?",seven percent voted for ,"Yes, I have experienced discrimination on the job.",ninety three percent voted for ,"No, I have not experienced discrimination on the job.",,,,,,,,,,
2022,Public Service,Q65a,Question 65a. From whom did you experience discrimination on the job? Co-workers,thirty percent voted for ,"Yes, I experienced discrimination from Co-workers.",seventy percent voted for ,"No, I did not experience discrimination from Co-workers.",,,,,,,,,,
2022,Health Canada,Q65a,Question 65a. From whom did you experience discrimination on the job? Co-workers,twenty nine percent voted for ,"Yes, I experienced discrimination from Co-workers.",seventy one percent voted for ,"No, I did not experience discrimination from Co-workers.",,,,,,,,,,
2020,Public Service,Q65a,Question 65a. From whom did you experience discrimination on the job? Co-workers,thirty six percent voted for ,"Yes, I experienced discrimination from Co-workers.",sixty four percent voted for ,"No, I did not experience discrimination from Co-workers.",,,,,,,,,,
2020,Health Canada,Q65a,Question 65a. From whom did you experience discrimination on the job? Co-workers,thirty one percent voted for ,"Yes, I experienced discrimination from Co-workers.",sixty nine percent voted for ,"No, I did not experience discrimination from Co-workers.",,,,,,,,,,
2019,Public Service,Q65a,Question 65a. From whom did you experience discrimination on the job? Co-workers,thirty eight percent voted for ,"Yes, I experienced discrimination from Co-workers.",sixty two percent voted for ,"No, I did not experience discrimination from Co-workers.",,,,,,,,,,
